_id,ano,volume,numero,titulo,autores,Citações
68a8cf8a987b56da45350d4f,2025,24,2,Compact Top-Loaded Quarter-Cylinder Dielectric Resonator Antenna,"['Paulena, Gabriel P.', 'Vieira, Juner M.', 'Bouari, Abdou Halique A. A.', 'Schlosser, Edson R.', 'Heckler, Marcos V. T.']",0
68a8cf8c987b56da45350d50,2025,24,2,A Multiband Yagi-Uda Patch Antenna with Different Orders of Koch Fractal,"['V. Netto, Gabriel P. M.', 'Barbudo, Vitória B.', 'Oliveira, Jose M. A. M. de', 'melo, marcos t. de', 'Vitor, Ulysses R. C.']",0
68a8cf8e987b56da45350d51,2025,24,2,Stepped-fat Dipole Antenna for TV 3.0 Design and Outdoor Tests,"['Perotoni, Marcelo Bender', 'Santos, Edson Tafeli Carneiro dos', 'Vieira, Marcos Stefanelli', 'Rabaça, Ricardo Seriacopi', 'Fernandes, Natalia Castro', 'silva, leonardo henrique gonsioroski furtado da', 'Santos, Amanda Beatriz Cunha dos', 'Mello, Luiz Alencar Reis da Silva', 'Akamine, Cristiano']",0
68a8cf90987b56da45350d52,2025,24,2,SAR Estimations in a Classroom with Wireless Computers,"['Soares, Norton Escopelli', 'Bulla, Giovani', 'Fernández-Rodríguez, Claudio E.', 'Salles, Alvaro A. A. de']",3
68a8cf92987b56da45350d53,2025,24,2,Microwave Brain Lesion Detection and Localization Using Classification Algorithms,"['Şahintürk, Hulya', 'Kıymaz, Rabia', 'Aslanyürek, Birol', 'Süngülü, H.G.']",0
68a8cf93987b56da45350d54,2025,24,2,High Sensitivity Optical Sensor Based on Surface Plasmon Effect on Graphene for Detection of DMSO Concentrations,"['Souto, Gabriel A.', 'cunha, nilson henrique o.', 'Silva, José P.']",1
68a8cf95987b56da45350d55,2025,24,2,Use of the Micro-Doppler Effect in Classifying and Differentiating Drones from Birds,"['Soares, Willian S. L.', 'Costalonga, Tiago O.', 'Colen, Guilherme R.', 'Fernandes, Victor', 'Magri, Vanessa P. R.']",0
68a8cf97987b56da45350d56,2025,24,2,Fully Textile Inked FSS for Wearable Applications,"['oliveira, joão guilherme domingos', 'Oliveira, Amanda Maria Domingos de', 'Silva Neto, Valdemir Praxedes da', 'D’Assunção, Adaildo Gomes']",0
68a8cf99987b56da45350d57,2025,24,2,Wideband Designs of E-shape Microstrip Antenna on Thinner Substrate,"['Chavali, Venkata A. P.', 'Deshmukh, Amit A.']",1
68a8d0ab4a215e8adab6f24a,2024,23,1,Optimization of Very Short Multi-Pump Discrete Raman Amplifiers based on Tellurite Fibers,"['Bastida, Gabriel C.', 'Rocha, Helder R. de O.', 'segatto, marcelo e. v.', 'castellani, carlos eduardo s.']",0
68a8d0ac4a215e8adab6f24b,2024,23,1,Wideband High-Selectivity SIW Filtering Antenna with Controllable Radiation Nulls,"['Wang, Zhongbao', 'Liu, Xinhong', 'Liu, Hongmei', 'Fang, Shaojun']",1
68a8d0ae4a215e8adab6f24c,2024,23,1,New SRR/CSRR antenna dual Band-notch for WLAN and X Band Satellite communication,"['Hajlaoui, El Amjed', 'Almohaimeed, Ziyad']",2
68a8d0b04a215e8adab6f24d,2024,23,1,A New Miniaturized Active Frequency Selective Surface with Convoluted Element for UHF Applications,"['Duarte, Mychael Jales', 'D’Assunção, Adaildo Gomes', 'Silva Neto, Valdemir Praxedes da']",2
68a8d0b24a215e8adab6f24e,2024,23,1,Analysis of a Modified Y-Branch CWDM Demultiplexer Based on Photonic Crystal Structure,"['El Mansouri, Oualida', 'Labbani, Amel']",4
68a8d0b34a215e8adab6f24f,2024,23,1,Use of Hidden Markov Model Technique to Characterize and Classify the Wideband Mobile Radio Channel in Different Environments,"['Azevedo, Rafael S.', 'Cataldo, Edson', 'matos, leni j. de']",0
68a8d0b64a215e8adab6f250,2024,23,1,A Compact Theory of the Symmetric Compressed-V Dipole Antenna,"['Ayorinde, Ayotunde', 'Adekola, Sulaiman Adeniyi', 'Mowete, Ike']",0
68a8d0b84a215e8adab6f251,2024,23,1,Analysis and Designing of New Broadband Power Divider Using Stepped Impedance for WLAN and 5G Applications,"['Ennajih, Abdelhadi', 'Sardi, Azzeddine', 'Errkik, Ahmed']",0
68a8d0ba4a215e8adab6f252,2024,23,1,Capacitive Tuning of High Selective T-Shaped Band-Stop Filter: Theory and Experiment,"['Sahu, Amit K.', 'Panda, Dhruba C.', 'Parida, Rajeev K.']",0
68a8d0bc4a215e8adab6f253,2024,23,1,Artificial Intelligence Enabled Radio Propagation: Path Loss Improvement and Channel Characterization in Vegetated Environments,"['silva, leonardo henrique gonsioroski furtado da', 'santos, amanda beatriz cunha dos', 'Viana, Jairon', 'Ferreira, Sandra', 'silva, rogério m. l.', 'mello, luiz alencar reis da silva', 'matos, leni j. de', 'Molina, Marcelo']",3
68a8d0bf4a215e8adab6f254,2024,23,1,An Efficient and Accurate Algorithm for Electromagnetic Wave Propagation Modeling Based on Wavelet Transforms,"['Rocha, Alexandre', 'Parada, Diego', 'Tami, Diego', 'Guevara, Dinael', 'Rego, Cássio G.']",9
68a8d0edf1f8107d937d349f,2024,23,2,Design of an Antipodal Vivaldi Antenna Using RSIW Technology,"['Carneiro, Priscilla Kadja P. de M.', 'Santos, Maraiza Prescila dos', 'Gomes Neto, Alfredo', 'serres, alexandre jean René', 'herbster, adolfo fernandes']",5
68a8d0eff1f8107d937d34a0,2024,23,2,Characterizing MIMO Channels in Low-Voltage Electric Power Line Communication Through Impedance and Scattering Parameters Analysis,"['Sousa, Matheus C. de', 'Cantarino, Wesley M.', 'Costa, Luís G. da S.', 'Curty, Thales A.', 'Fonseca, Daniel A. B.', 'Vitor, Ulysses R. C.', 'segatto, marcelo e. v.']",2
68a8d0f1f1f8107d937d34a1,2024,23,2,Ring Shape Microstrip Antenna Backed by Modified Ground Plane for Multiband Response in GSM and Radar Applications,"['Ambekar, Aarti G.', 'Deshmukh, Amit A.']",1
68a8d0f3f1f8107d937d34a2,2024,23,2,Wave Impedance Equivalent Circuit Model for Square Loop Frequency Selective Surfaces,"['C. Júnior, Everaldo Faustino da', 'Silva, Paulo Henrique da F.', 'Gomes Neto, Alfredo']",0
68a8d0f5f1f8107d937d34a3,2024,23,2,Nature-Inspired Frequency Selective Surface in Fibonacci Spiral with Closely Resonant Bands,"['Oliveira, Maciel Alves de', 'Lazaridis, Pavlos I.', 'Zaharis, Zaharias D.', 'Gomes Neto, Alfredo', 'Campos, Antonio Luiz Pereira de Siqueira', 'serres, alexandre jean René']",4
68a8d0f7f1f8107d937d34a4,2024,23,2,Performance Analysis of a Compact Conformal SWB Antenna for 5G and Wearable IoT Applications,"['Sagne, Dipika', 'Pandhare, Rashmi A.']",3
68a8d0f9f1f8107d937d34a5,2024,23,2,A Novel Wideband Magnetoelectric Dipole Antenna with Circular Polarization Applied to CubeSat,"['Sousa, Bruno Matias de', 'Duarte Júnior, José Garibaldi', 'Silva Neto, Valdemir Praxedes da']",1
68a8d0faf1f8107d937d34a6,2024,23,2,Multiplexed in-Series Macro-Bend Fiber Sensors for Personal Authentication Through Foot Recognition,"['Girão, Natália Soares', 'Lugarini, Diogo', 'Arruda, Lúcia Valéria Ramos de', 'Fabris, José Luís', 'Muller, Marcia']",0
68a8d0fcf1f8107d937d34a7,2024,23,2,Frequency Selective Surfaces as Reconfigurable Superstrate Applied to a Dipole Antenna for 5G NR,"['Evangelista, Thamyris da Silva', 'Souza, Juliete da Silva', 'Serres, Alexandre Jean René', 'Gomes Neto, Alfredo']",0
68a8d1423fd4d83793e208d2,2024,23,3,Number of events in Monte Carlo simulations for analysis of interference between radiocommunication systems,"['Fernandes, Leandro C.', 'Linhares, Agostinho', 'alexandre, luciano camilo']",3
68a8d1443fd4d83793e208d3,2024,23,3,Carbon Dioxide Optical Sensing using Tapered and Coated LPGs and Neural Networks,"['Oliveira, Manuella C. de', 'Barino, Felipe O.', 'Cevidanes, Nelson A.', 'Curty, Thales A.', 'Vitor, Ulysses R. C.', 'Souto, Jose A. Garcia', 'Acedo, Pablo', 'coelho, diogo v n', 'santos, alexandre bessa dos']",2
68a8d1463fd4d83793e208d4,2024,23,3,Analysis of Electromagnetic Problems in the Presence of Non-uniform Movements,"['Marvasti, Mohammad', 'Boutayeb, Halim']",0
68a8d1483fd4d83793e208d5,2024,23,3,Modeling of Electrical Machines Hysteresis Losses Under Mechanical Stresses,"['Silva, Indiara P. C. da', 'Miranda, Rodrigo A.', 'Sadowski, Nelson', 'Batistela, Nelson J.', 'Bernard, Laurent D.', 'Bastos, João Pedro A.']",2
68a8d14a3fd4d83793e208d6,2024,23,3,Demonstration of 256 QAM 10 Gbps Signal Transmission over 570 km Fiber-based NG Radio over Fiber System,"['Deen, Hasan k. Al', 'Abd, Haider J.']",0
68a8d14c3fd4d83793e208d7,2024,23,3,Methods of Measurements of Electromagnetic Characterization of Free Space Materials in the X-Band,"['Passos, Rafaela Real', 'Corsato, Cecília Maia', 'Donati, Bruno Ferraz', 'Fonseca, Nicholas Eras', 'Silva, Valdirene Aparecida da']",2
68a8d14e3fd4d83793e208d8,2024,23,3,Dual-band Monopole Antenna Integrated with Frequency Selective Surface for Possible Use in Non-invasive Biomedical Applications,"['Silva Junior, Isaú de Sousa', 'Gomes Neto, Alfredo', 'Silva, Maurício W. B.', 'Campos, Antonio Luiz Pereira de Siqueira']",0
68a8d1503fd4d83793e208d9,2024,23,3,Compact Dual-band Filtering Power Divider with Low Loss and High Isolation Based on Open-Circuited Stepped-impedance Resonators,"['Giang, Nguyen Minh', 'Ngoc, Tran Bao', 'Hung, Pham Van', 'Long, Tran Van', 'Thang, Do Tran Quang']",0
68a8d1523fd4d83793e208da,2024,23,3,Non-Uniform Phase Synthesis for Cosecant-Squared Radiation Patterns,"['Leão, Pedro A. B.', 'Faria, Tcharles V. B.', 'Moreira, Fernando J. S.']",0
68a8d1543fd4d83793e208db,2024,23,3,A Microwave System for Measuring Relative Humidity of Hollow Concrete Blocks: A New Proposal and a Sensitivity Analysis,"['Monteiro Sobrinho, Francisco Magno', 'Silva, Isaac Barros Tavares Da', 'Lira, Ruann Victor de Andrade', 'Campos, Antonio Luiz Pereira de Siqueira']",2
68a8d1573fd4d83793e208dc,2024,23,3,,[],0
68a8d1985545c1a78dacaad5,2024,23,4,L1/E1/B1 and L5/E5a/B2a Band Dual-Polarized Microstrip Antenna for GNSS-R,"['Pereira, Lucas S.', 'Schlosser, Edson R.', 'Bouari, Abdou Halique A. A.', 'Heckler, Marcos V. T.', 'Vieira, Juner M.', 'Antreich, Felix D.']",1
68a8d19a5545c1a78dacaad6,2024,23,4,Double Sided Band-pass Frequency Selective Surface Based on Matryoshka Geometry,"['Alencar, Marina de Oilveira', 'G. Neto, Alfredo', 'Melo, Marcos T. de', 'Barboza, Amanda Gomes']",1
68a8d19c5545c1a78dacaad7,2024,23,4,A p-HEMT 920 ps True Time Delay Line Integrated Circuit for X-Band Imaging Radars,"['Sreenivasulu, Kilari', 'Ray, Kamla Prasan', 'Raj, Manu', 'Chaturvedi, Sandeep']",0
68a8d19e5545c1a78dacaad8,2024,23,4,Design and Analysis of a Hybrid Plasmonic Waveguide with Chiral Metamaterial and Graphene Interfaces,"['Salman, Hawraa H.', 'Yasser, Hassan A.']",0
68a8d1a05545c1a78dacaad9,2024,23,4,Balanced-to-Balanced Filtering Crossover with High Isolation and CM Suppression,"['Zhao, Shipeng', 'Wang, Zhongbao', 'Liu, Hongmei', 'Fang, Shaojun']",0
68a8d1a15545c1a78dacaada,2024,23,4,Strategy for Resource Allocation in Elastic Optical Networks Considering Physical Layer Impairments and Spectrum Fragmentation,"['Silva, Sergio A.', 'Bastos-Filho, Carmelo J. A.', 'Araújo, Danilo R. B.', 'Almeida-Junior, Raul C. A.']",1
68a8d1a45545c1a78dacaadb,2024,23,4,Exploring Electromagnetic Tube Expansion Based on Field Concentrator: An Analytical Model and Numerical Study,"['Boutana, Ilhem', 'Mekideche, Mohamed Rachid']",3
68a8d1a65545c1a78dacaadc,2024,23,4,Outdoor Narrowband Measurements in 800 MHz Band for PPDR Private Networks,"['Fernandes, Victor', 'Guimarães, Alberto G.', 'castellanos, pedro gonzalez']",0
68a8d1a85545c1a78dacaadd,2024,23,4,Multidimensional analysis of 5G antenna with coaxial cables and circular slots using computational resources and polynomial analysis,"['Andrade, Filipe C. de', 'Muniz, Giselle Francine B.', 'Brandão, Ana Karine D. C.', 'santos, kenedy marconi g. dos', 'Santos, Polyane A.', 'Silveira, Tagleorge M.']",1
68a8d1a95545c1a78dacaade,2024,23,4,Single- and Multi-Stopband Reconfigurable FSS,"['Sousa, Thayuan Rolim de', 'Mamedes, Deisy Formiga', 'Souza, Juliete da Silva', 'Silva Neto, Valdemir Praxedes da']",1
68a8d1dcbbe0df8f40dc87f6,2023,22,1,Absorb/Transmit Broadband Type Frequency Selective Surface,"['G. P. Neto, José Jaime', 'Campos, Antonio Luiz Pereira de Siqueira', 'Lira, Ruann Victor de A.', 'Gomes Neto, Alfredo', 'Silva, Maurício W. B.']",3
68a8d1debbe0df8f40dc87f7,2023,22,1,Analog Electronic Circuit Synthesis Using Simulated Annealing and Geometric Circuit Evolution,"['Muttoni, Leonardo', 'Veiga, Antônio C. P.']",1
68a8d1e0bbe0df8f40dc87f8,2023,22,1,A Reconfigurable Frequency Selective Surface for Wi-Fi Application,"['Evangelista, Thamyris da Silva', 'Mamedes, Deisy Formiga', 'Silva, Jefferson Costa e', 'Serres, Alexandre Jean René', 'Gomes Neto, Alfredo']",6
68a8d1e2bbe0df8f40dc87f9,2023,22,1,Notched Circular EBG based Circularly Polarized Antenna for Performance Enhancement,"['Verma, Alka', 'Patil, Shilpee', 'Singh, Anil Kumar', 'Pandey, Anil Kumar']",2
68a8d1e3bbe0df8f40dc87fa,2023,22,1,Characterization of Dielectric Properties of Graphene and Graphite Using the Resonant Cavity in 5G Test Band,"['Pereira, Vinicius M.', 'Hardt, Luis G.', 'Fantineli, Dieison G.', 'Heckler, Marcos V. T.', 'Armas, Luis E. G.']",15
68a8d1e5bbe0df8f40dc87fb,2023,22,1,Performance Analysis of a Distributed Optical Fiber Vibration Sensor Based on a Sagnac Interferometer,"['Ozcáriz, Aritz', 'Weber, Guilherme Heim', 'Gomes, Danilo Fernandes', 'Costa, Igor Brutkowski Vieira da', 'Galvão, José Rodolfo', 'Martins, Victor Matheus', 'Pipa, Daniel R.', 'Silva, Marco J.', 'Silva, Jean Carlos Cardozo da', 'Zamarreño, Carlos Ruiz', 'Martelli, Cicero']",1
68a8d1e7bbe0df8f40dc87fc,2023,22,1,Computational Modeling of Magnetic Field Optical Fiber Sensor Considering Temperature Effects,"['Silva, Allamys A. Dias da', 'oliveira, hebio j. b. de', 'Alves, Henrique P.', 'Nascimento, Jehan Fonsêca do', 'Martins Filho, Joaquim F.']",3
68a8d1e9bbe0df8f40dc87fd,2023,22,1,A Non-Invasive Methodology for Magnetic Characterization of Transformers and Reactors,"['Américo, Jônatas P.', 'Leite, Jean V.', 'Mazzola, Cristian F.']",3
68a8d1ebbbe0df8f40dc87fe,2023,22,1,Double Negative Metamaterial Based on Moebius Strip,"['Slyusar, Vadym', 'Sliusar, Ihor', 'Sheleg, Sergey']",7
68a8d1edbbe0df8f40dc87ff,2023,22,1,Coexistence Analysis Between IMT-2020 and AES operating in L Band on a Final Approach,"['Alexandre, Luciano Camilo', 'Linhares, Agostinho', 'Neto, Geraldo', 'Brandão, Tiago H.', 'Costa, I. F. da', 'Sodré Junior, Arismar Cerqueira']",0
68a8d1efbbe0df8f40dc8800,2023,22,1,Features Extraction for Classification in Switching Devices using Fiber Bragg Grating,"['Benetti, Daniel', 'dureck, eduardo henrique', 'Dreyer, Uilian José', 'Lazzaretti, André E.', 'Pipa, Daniel R.', 'Silva, Jean Carlos Cardozo da']",1
68a8d1f2bbe0df8f40dc8801,2023,22,1,Implementation of PoF-powered IoT Sensing Systems for Industry 4.0,"['Souza, Letícia C.', 'Lima, Eduardo S.', 'Neto, Egidio R.', 'Sodré Junior, Arismar Cerqueira']",4
68a8d1f4bbe0df8f40dc8802,2023,22,1,Machine Learning-Based Digital Pre-Distortion Scheme for RoF Systems and Experimental 5G mm-waves Fiber-Wireless Implementation,"['Pereira, Luiz A. M.', 'Lima, Eduardo S.', 'Mendes, Luciano L.', 'Sodré Junior, Arismar Cerqueira']",4
68a8d1f6bbe0df8f40dc8803,2023,22,1,Spectral Analysis of a SPR Sensor based on Multilayer Graphene in the Far Infrared Range,"['Cruz, André', 'Cunha, Wêndria', 'Rosso, Tommaso Del', 'Dmitriev, Victor', 'costa, karlo q. da']",4
68a8d1f8bbe0df8f40dc8804,2023,22,1,Comparing the Performance of OFDM and OCDM-based Visible Light Communications: Numerical and Experimental Analysis,"['Peterle, Augusto C. F.', 'Costa, Wesley', 'Camporez, Higor', 'segatto, marcelo eduardo vieira', 'rocha, helder r. de o.', 'Silva, Jair A. L.']",0
68a8d1fabbe0df8f40dc8805,2023,22,1,Automated Forearm Prosthesis Controlling Using Fiber Bragg Grating Sensor,"['Rialto Júnior, Péricles Valera', 'Dureck, Eduardo Henrique', 'Kalinowski, Alessandra', 'Zamarreño, Carlos Ruiz', 'Socorro-Leranoz, Abian B.', 'Silva, Jean Carlos Cardozo da', 'Lazzaretti, André Eugenio', 'Dreyer, Uilian José']",1
68a8d1fcbbe0df8f40dc8806,2023,22,1,A Multi-Plasmonic Approach for Simultaneous Measurements based on a D-Shaped Photonic Crystal Fiber Sensor: from Temperature to Optical Dispersion,"['Romeiro, Amanda F.', 'Cardoso, Markos P.', 'Silva, Anderson O.', 'Costa, João C. W. A.', 'Giraldi, M. Thereza R.', 'Santos, José L.', 'Baptista, José M.', 'Guerreiro, Ariel']",2
68a8d1ffbbe0df8f40dc8807,2023,22,1,Determining a Perturbation Factor to Design Tunable Resonant Cavities in SIW Technology,"['Caleffo, Ricardo Caranicola', 'Correra, Fatima Salete']",6
68a8d275f6b0359a8ced5280,2023,22,2,Control of Mutual Coupling in Microstrip Antenna Design Based on Bio-inspired Algorithms,"['Leal, Israel', 'Lopes, Waslon', 'alencar, marcelo s.', 'Queiroz, Wamberto']",1
68a8d277f6b0359a8ced5281,2023,22,2,Adaptive Hybrid Precoding Strategy for Cell-Free Massive MIMO,"['Mathe, Dercio M.', 'Acatauassu, Diogo', 'Borges, Gilvan S.', 'Rodrigues, Roberto M.', 'Cavalcante, André M.', 'Marquezini, Maria V.', 'Almeida, Igor', 'Costa, João C. W. A.']",0
68a8d27af6b0359a8ced5282,2023,22,2,A Study of a Silicon Quasi-Periodic Segmented Waveguide,"['Segundo, Marcos Túlio Antunes Bezerra', 'Silva, José P.']",1
68a8d27cf6b0359a8ced5283,2023,22,2,A New Theoretical Approach of Studying Resonances in Single Finline Transitions,"['brenna, emanuele', 'fantauzzi, stefano', 'valletti, lorenzo', 'Paolo, F. Di']",1
68a8d27ef6b0359a8ced5284,2023,22,2,Theoretical model for the transmittance in a left-handed metamaterial of different geometries,"['Lorduy G, Héctor', 'Salazar, Ángel']",1
68a8d280f6b0359a8ced5285,2023,22,2,A Modified Radiopropagation Multipath Model for Constant Refractivity Gradient Profiles,"['parada, diego', 'rego, cassio goncalves do', 'guevara, dinael', 'navarro, andres', 'ramos, glaucio lopes', 'oliveira, rodrigo']",4
68a8d282f6b0359a8ced5286,2023,22,2,On the Reconfigurability of a Singly-Layered Dual-Band Reflectarray for Space Applications,"['Farias, Roger L.', 'Peixeiro, Custódio', 'Heckler, Marcos V. T.']",0
68a8d283f6b0359a8ced5287,2023,22,2,Wide Band Microstrip Patch Antenna with Enhanced Gain using FSS Structure,"['Tewary, Tapas', 'Maity, Smarajit', 'Roy, Avisankar', 'Bhunia, Sunandan']",19
68a8d2b5671c08bc6fc33fa5,2023,22,3,Numerical Analysis of Plasmonic Couplers based on Metallic Lens,"['Rubio-Mercedes, Cosme E.', 'cunha, nilson henrique o.', 'Silva, José P.']",2
68a8d2b7671c08bc6fc33fa6,2023,22,3,Assessment of the Illumination and Communication Performance of a Visible Light System in an Indoor Scenario,"['Farfan-Guillen, David Esteban', 'Neves Junior, Paulo de Tarso', 'Pohl, Alexandre de Almeida Prado']",8
68a8d2b9671c08bc6fc33fa7,2023,22,3,Detection of Eyebolt Faults Using a Random Forest Ensemble Model Based on Multiple High-Frequency Electromagnetic Parameters,"['silva filho, hawson v. h.', 'Santos, Renan G. M. dos', 'Barbosa, Douglas C. P.', 'melo, marcos t. de', 'Novo, Lauro R. G. S. Lourenço']",0
68a8d2bb671c08bc6fc33fa8,2023,22,3,Software-Defined Radio Applied to a Shielding Effectiveness Measurement,"['perotoni, marcelo bender', 'Manfrin, Stilante K.', 'Silva, Vinicius F.']",0
68a8d2ff99fc1159dba88f65,2023,22,4,kHz Linewidth Laser Characterization using Low Frequency and Excess Noise Measurements,"['Mahjour, Seyed Saman', 'Rodigheri, Mareli', 'Gallep, Cristiano M.', 'Conforti, Evandro']",1
68a8d30199fc1159dba88f66,2023,22,4,Liquid-level Sensor Using Embedded Fiber Bragg Grating in CFRP Diaphragm,"['Nicolini Junior, Ademir Carlos', 'Pelegrin, Jessé de', 'Kuhn, Gustavo Gomes', 'Martelli, Cicero', 'Silva, Jean Carlos Cardozo da', 'Dreyer, Uilian José', 'Sousa, Kleiton Morais']",1
68a8d30399fc1159dba88f67,2023,22,4,Experimental Evaluation of Through-Wall Detection Using an UWB Radar,"['perotoni, marcelo bender', 'silva, leandro aurelio da', 'Silva, Vinicius F.']",0
68a8d370b27d789c7652435a,2022,21,1,Radiation Efficiency of an Electrically Small Dual-band UHF Microstrip Patch Antenna Using Wheeler Cap Method,"['da silva, wellington g.', 'Campos, Antonio Luiz Pereira de Siqueira', 'guerra, juan r. f.', 'da silva, isaac b. t.']",1
68a8d372b27d789c7652435b,2022,21,1,Semi-analytical Equations for Designing Terahertz Graphene Dipole Antennas on Glass Substrate,"['Garcia, Marcos E. C.', 'Oliveira, Rodrigo M. S. de', 'rodrigues, nilton rodolfo n. m.']",2
68a8d375b27d789c7652435c,2022,21,1,Cascade Modeling of the Measuring System Used to Assess S-Parameters of Anchor Rods on Power Transmission Lines Guyed Towers,"['tarragô, vinícius l.', 'melo, marcos t. de', 'Novo, Lauro R. G. S. Lourenço', 'Barbosa, Douglas C. P.', 'Coutinho, Marcelo. S.', 'de Medeiros, Luiz H. A.', 'Alves, Marcelo M.', 'dos Santos, Renan G. M.', 'Lott Neto, Henrique B. D. T.', 'Gama, Paulo H. R. P.']",1
68a8d377b27d789c7652435d,2022,21,1,Radially Periodic Metasurface Lenses for Magnetic Field Collimation in Resonant Wireless Power Transfer Applications,"['soares, ícaro v.', 'resende, ursula c.']",8
68a8d37ab27d789c7652435e,2022,21,1,Evaluation of the Current in the Cell Membrane for Numerical Simulations of Electroporation,"['Vale, João F. C.', 'Ramírez, Jaime A.']",1
68a8d37db27d789c7652435f,2022,21,1,Bandpass Filter Using SIW Technology in Inductive Window Topology with Low-Cost Substrate FR-4,"['Michalkiewicz, Marcio L.', 'Mariano, Andre A.', 'Dartora, Cesar A.', 'Castaldo, Fernando C.']",1
68a8d37fb27d789c76524360,2022,21,1,MIMO-PLC Communications in an Experimental Medium Voltage Network: Measurement and Analysis,"['Vitor, Ulysses R. C.', 'Cabral, Matheus', 'fonseca, daniel a. b.', 'novo, lauro r. g. s. lourenco', 'Melo, Marcos T. de', 'segatto, marcelo e. v.', 'Machado, Gabriel G.']",2
68a8d381b27d789c76524361,2022,21,1,Series Fed Designs of Planar Circular and Hexagonal Microstrip Antenna Arrays for High Gain and Reduced First Side Lobe Level Radiation,"['Deshmukh, Sanjay B.', 'Deshmukh, Amit A.']",1
68a8d383b27d789c76524362,2022,21,1,A High-Selectivity Bandpass Filter Using Dual-Mode Coupling Resonator,"['Duarte Júnior, José Garibaldi', 'Oliveira, João Guilherme Domingos', 'Silva Neto, Valdemir Praxedes da', 'D’Assunção, Adaildo Gomes']",2
68a8d384b27d789c76524363,2022,21,1,A Low-Cost Smart Surveillance System Applied to Vehicle License Plate Tracking,"['Marconcini, Francis de Melo', 'segatto, marcelo eduardo vieira', 'Salles, Evandro Ottoni Teatini']",3
